n,url,label,description
58634,58634,"( Le cannabis en lui-même n'est pas dangereux,c'est sa consommation précoce qui l'est) -> ¬ ( Le cannabis est dangereux pour la santé physique et mentale)",""
58635,58635,"( Le capitalisme à visage humain est un leurre) -> ¬ ( Le capitalisme est capable de se réapproprier les critiques anticapitalistes)",""
58636,58636,"( Le capitalisme cognitif est relativement marginal au sein des pays développés) -> ¬ ( Le revenu de base est un mode de rétribution adapté au capitalisme cognitif)",""
58637,58637,"( Le capitalisme cognitif est relativement marginal à l'échelle mondiale) -> ¬ ( Le revenu de base est un mode de rétribution adapté au capitalisme cognitif)",""
58638,58638,"( Le capitalisme ne donne pas de réponse à l'épuisement des ressources avec lesquels la société et l'économie fonctionnent) -> ¬ ( Le capitalisme est capable de surmonter la crise écologique)",""
58639,58639,"( Le chômage n'est pas une loi naturelle) -> ¬ ( Le revenu de base est une mesure adaptée à la situation de chômage de masse)",""
58640,58640,"( Le chômage ne serait pas un problème dans une société où tout le monde aurait un revenu de base) -> ¬ ( Le revenu de base favorise la solitude,l'ennui et la dépression)",""
58641,58641,"( Le clivage gauche/droite ne veut plus dire grand-chose) -> ¬ ( Il existe un pluralisme politique en France)",""
58642,58642,"( Le coût de l'immigration est largement controversé) -> ¬ ( Les migrants représentent de la croissance)",""
58643,58643,"( Le coût de l'interdiction du négationnisme est trop lourd) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre le négationnisme)",""
58644,58644,"( Le combat féministe pour porter la minijupe est un combat contre une conception patriarcale de la pudeur,contrairement au voile islamique) -> ¬ ( Le voile islamique n'est pas plus oppressif que bien d'autres vêtements)",""
58645,58645,"( Le commencement n'est pas l'origine) -> ¬ ( L'univers n'a pas de commencement)",""
40232,40232,"( Le communisme a fait 100 millions de morts) -> ( Le communisme est un régime criminel)",""
58646,58646,"( Le communisme de la III eme Internationale est né en mars 1919 par rejet,formulé déjà par Lénine le 20 août 1918,de la guerre mondiale du capitalisme qui avait tué 10 millions de gens et estropié le double) -> ¬ ( La guerre civile est au coeur du projet communiste)",""
58647,58647,"( Le communisme n'a jamais été réellement mis en place) -> ¬ ( Le communisme a échoué)",""
58648,58648,"( Le communisme n'est pas l'unique alternative au capitalisme) -> ¬ ( Le communisme a échoué)",""
58649,58649,"( Le contrôle informatique des machines à voter ne doit pas être réservé à des experts) -> ¬ ( Les machines à voter peuvent avoir un code source libre et ouvert)",""
58650,58650,"( Le dimanche rouge de janvier 1905 c'est la terreur du régime tsariste qui tire sur la foule pacifique venue demander du pain et la démocratie.) -> ¬ ( La terreur est intrinsèque au léninisme)",""
58651,58651,"( Le djihadisme s'alimente des politiques agressives de l'Occident) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre le terrorisme)",""
58652,58652,"( Le génocide répond nécessairement à un critère ethnique) -> ¬ ( Lénine a justifié théoriquement la terreur)",""
58653,58653,"( Le gouvernement provisoire russe de 1917 n'était pas démocratique) -> ¬ ( Lénine a fomenté le coup d'État d'Octobre 17)",""
58654,58654,"( Le judaïsme condamne le culte rendu à d'autres dieux que Yahvé) -> ¬ ( Le judaïsme parle d'une hiérarchisation des dieux des nations)",""
58655,58655,"( Le lumpenprolétariat est trop lâche et vénal pour mener la révolution sans la trahir) -> ¬ ( La révolution viendra des marginaux)",""
58656,58656,"( Le métissage est important) -> ¬ ( L'arrivée des migrants favorise le communautarisme)",""
40233,40233,"( Le Minimum de Maunder confirme l'hypothèse d'une influence de l'activité solaire sur le réchauffement climatique) -> ( Le réchauffement climatique est dû à l'activité solaire)",""
40234,40234,"( Le mouvement étudiant peut être un soutien de premier ordre aux luttes anti-impérialistes dans le monde) -> ( Les étudiants ont un rôle révolutionnaire)",""
40235,40235,"( Le mouvement étudiant peut être un soutien de premier ordre aux luttes anti-impérialistes dans le monde) -> ( Le rôle politique des étudiants a changé depuis les années 1960)",""
40236,40236,"( Le mouvement étudiant peut jouer le rôle de détonateur) -> ( Le rôle politique des étudiants a changé depuis les années 1960)",""
40237,40237,"( Le mouvement étudiant peut jouer le rôle de détonateur) -> ( Les étudiants ont un rôle révolutionnaire)",""
58657,58657,"( Le nombre d'étrangers et de leurs descendants est en constante augmentation selon l'Insee) -> ¬ ( Le nombre d'étrangers en France est stable depuis 20 ans)",""
40238,40238,"( Le parti bolchévik était composé d'individus déclassés ou déracinés) -> ( Le parti bolchévik n'avait pas d’enracinement dans la société civile)",""
40239,40239,"( Le parti bolchévik n'avait pas un caractère de classe) -> ( Le parti bolchévik n'avait pas d’enracinement dans la société civile)",""
58658,58658,"( Le peuple s'est dé-syndicalisé.) -> ¬ ( Il existe un pluralisme syndical en France)",""
58659,58659,"( Le plein-emploi est une quête impossible) -> ¬ ( La lutte pour un revenu de base ne doit pas remplacer celle pour le plein-emploi)",""
58660,58660,"( Le pouvoir addictif du cannabis est assez faible) -> ¬ ( Le pouvoir addictif du cannabis est important)",""
58661,58661,"( Le pouvoir addictif du cannabis n'est ni faible ni fort en soi,il dépend de son niveau d'usage) -> ¬ ( Le pouvoir addictif du cannabis est important)",""
40240,40240,"( Le pouvoir est encore monopolisé par les hommes) -> ( Le sexisme est omniprésent)",""
58662,58662,"( Le racisme,le sexisme et l'homophobie se portent bien) -> ¬ ( Interdire certains discours empêche leur propagation)",""
58663,58663,"( Le raisonnement selon lequel un être nécessaire ne peut engendrer qu'un univers nécessaire confond implication logique et lien causal) -> ¬ ( L'univers est contingent)",""
58664,58664,"( Le ralentissement du réchauffement climatique entre 1998 et 2012 s'explique par des facteurs naturels) -> ¬ ( Il y a une pause dans le réchauffement climatique)",""
40241,40241,"( Le rapport du GIEC de 2007 comporte de nombreuses erreurs) -> ( Les éudes affirmant l'existence du réchauffement climatique commettent des erreurs méthodologiques)",""
58665,58665,"( Le réchauffement climatique ne s'observe pas sur les autres planètes du système solaire) -> ¬ ( Le réchauffement climatique s'observe aussi sur Mars)",""
58666,58666,"( Le Régime de Nicolas II était un régime proto-fasciste avec ses Cent-Noirs,tueurs d'opposants politiques et massacreurs de juifs) -> ¬ ( Le parti léniniste est inspiré d'organisations proto-totalitaires)",""
58667,58667,"( Le régime végétarien et végétalien nuit à la bonne santé du cerveau) -> ¬ ( Le végétarianisme et le végétalisme sont meilleurs pour la santé)",""
58668,58668,"( Le rôle des rayons cosmiques dans la création des noyaux de condensation est remis en question) -> ¬ ( Le réchauffement climatique est dû à l'activité solaire)",""
58669,58669,"( Le regroupement familial permettra leur intégration) -> ¬ ( On fait venir des millions d'hommes déracinés qui s'intégreront difficilement)",""
58670,58670,"( Le revenu de base conduit à mettre au chômage une partie du personnel administratif) -> ¬ ( Le revenu de base permet une simplification administrative et fiscale)",""
58671,58671,"( Le revenu de base creusera les inégalités entre ceux qui travailleront et ceux qui ne travailleront pas) -> ¬ ( Le revenu de base permet de réduire les inégalités)",""
58672,58672,"( Le revenu de base doit être identique pour riches et pauvres) -> ¬ ( Il est injuste que le revenu de base soit identique pour les riches et pour les pauvres)",""
58673,58673,"( Le revenu de base doit être instauré à une échelle supra-nationale) -> ¬ ( Instaurer un revenu de base conduit à une baisse de compétitivité)",""
58674,58674,"( Le revenu de base est une mesure favorable aux employeurs) -> ¬ ( Le revenu de base permet de négocier de meilleures conditions de travail)",""
58675,58675,"(Une baisse de production nécessaire et souhaitable) -> ¬ ( Instaurer un revenu de base conduit à une baisse du nombre d'heures travaillées)",""
58676,58676,"( Le revenu de base généralise la précarité du travail) -> ¬ ( Le revenu de base permet une gestion plus flexible de la main-d'oeuvre)",""
58677,58677,"( Le revenu de base généralise la précarité du travail) -> ¬ ( Le revenu de base permet de négocier de meilleures conditions de travail)",""
58678,58678,"( Le revenu de base n'harmonise pas par le bas le revenu des chômeurs et des retraités dans certains modèles de financement) -> ¬ ( Le revenu de base harmonise par le bas le revenu des chômeurs et des retraités)",""
58679,58679,"( Le revenu de base ne fera pas disparaitre le regard porté sur les prétendus assistés) -> ¬ ( Le revenu de base ne stigmatise pas ses bénéficiaires)",""
58680,58680,"( Le revenu de base ne lutte pas contre la « pauvreté relative ») -> ¬ ( Le revenu de base permet de lutter contre la pauvreté)",""
58681,58681,"( Le revenu de base peut être un remède à la souffrance au travail) -> ¬ ( Instaurer un revenu de base conduit à une baisse du nombre d'heures travaillées)",""
58682,58682,"( Le revenu de base rémunère le travail social non rémunéré dans le capitalisme cognitif) -> ¬ ( Donner un revenu de base inconditionnel est immoral)",""
58683,58683,"( Le revenu de base représente un danger pour l'autonomie des femmes) -> ¬ ( Le revenu de base apporte plus de liberté)",""
58684,58684,"( Le revenu de base risque d'aggraver le chômage) -> ¬ ( Le revenu de base permet de réduire le chômage)",""
58685,58685,"( Le revenu de base se justifie comme un héritage des générations passées) -> ¬ ( Donner un revenu de base inconditionnel est immoral)",""
58686,58686,"( Les 2 et 5 décembre 1919,il ne justifie pas le terrorisme mais renvoie l'accusation) -> ¬ ( Lénine a fait l'éloge de la terreur)",""
58687,58687,"( Les adultes consentants font ce qu'ils veulent) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre la pornographie)",""
58688,58688,"( Les algorithmes filtrent l'information) -> ¬ ( Internet ruine toute tentative de censure)",""
58689,58689,"( Les arguments en faveur des miracles sont toujours plus improbables que les explications rationnelles) -> ¬ ( Les miracles attestent l'intervention directe de Dieu)",""
58690,58690,"( Les auteurs peuvent être rétribués autrement que par les droits d'auteur) -> ¬ ( Il faut limiter la liberté d'expression pour respecter le droit d'auteur)",""
58691,58691,"( Les bolchéviks étaient majoritaires dans les soviets en octobre 1917) -> ¬ ( Lénine a fomenté le coup d'État d'Octobre 17)",""
58692,58692,"( Les bolchéviks eux-mêmes se sont appuyés sur le prolétariat le moins concentré et organisé pour mener la Révolution russe) -> ¬ ( La classe ouvrière est trop atomisée pour avoir conscience d'elle-même)",""
58693,58693,"( Les bolchéviks ont commis des erreurs concernant le soulèvement des marins de Kronstadt) -> ¬ ( Lénine a violemment réprimé les anarchistes)",""
58694,58694,"( Les bolchéviks ont dû réprimer le soulèvement des marins de Kronstadt pour préserver la révolution) -> ¬ ( Lénine a violemment réprimé les anarchistes)",""
58695,58695,"( Les bolchéviks réalisent les aspirations des masses dans la première année du régime soviétique) -> ¬ ( Lénine a fomenté le coup d'État d'Octobre 17)",""
40242,40242,"( Les bolchéviks se sont appuyés sur des couches peu formées souhaitant passer à l'action) -> ( Le parti bolchévik n'avait pas d’enracinement dans la société civile)",""
58696,58696,"( Les bolcheviks ont accaparé le pouvoir des soviets une fois au pouvoir) -> ¬ ( Lénine a toujours pris parti pour la démocratie des soviets)",""
40243,40243,"( Les États communistes ont commis les trois types de crimes définis par le tribunal de Nuremberg) -> ( Le communisme est un régime criminel)",""
58697,58697,"( Les études américaines sur le lien entre cannabis et consommation d'alcool ne vont pas toutes dans le même sens) -> ¬ ( La légalisation du cannabis peut faire baisser la consommation d'alcool)",""
58698,58698,"( Les étudiants manquent d'homogénéité sociale) -> ¬ ( Les étudiants ont un rôle révolutionnaire)",""
58699,58699,"( Les étudiants n'ont pas la force sociale suffisante pour renverser le capitalisme) -> ¬ ( Les étudiants ont un rôle révolutionnaire)",""
58700,58700,"( Les étudiants ont eu un rôle réactionnaire dans l'histoire) -> ¬ ( Les étudiants ont un rôle révolutionnaire)",""
40244,40244,"( Les étudiants ont la capacité de fournir des études factuelles utiles aux travailleurs et aux organisations ouvrières dans leurs argumentations) -> ( Les étudiants ont un rôle révolutionnaire)",""
58701,58701,"( Les étudiants oscillent généralement entre le réformisme et le gauchisme) -> ¬ ( Les étudiants ont un rôle révolutionnaire)",""
40245,40245,"( Les étudiants peuvent contribuer à la formation de cadres révolutionnaires au sein de la classe ouvrière) -> ( Les étudiants ont un rôle révolutionnaire)",""
40246,40246,"( Les étudiants peuvent jouer un rôle de contre-propagande au sein de l'université) -> ( Les étudiants ont un rôle révolutionnaire)",""
40247,40247,"( Les étudiants sont de plus en plus aliénés) -> ( Les étudiants ont un rôle révolutionnaire)",""
58702,58702,"( Les étudiants sont des petits-bourgeois) -> ¬ ( Les étudiants ont un rôle révolutionnaire)",""
58703,58703,"( Les êtres humains ont besoin de travailler) -> ¬ ( Instaurer un revenu de base conduit à une baisse du nombre d'heures travaillées)",""
58704,58704,"( Les êtres humains sont irrationnels) -> ¬ ( Les individus sont doués de raison et capables de s'autocensurer)",""
40248,40248,"( Les campagnes électorales sont financées par de grandes puissances économiques) -> ( Le pouvoir politique est influencé par le pouvoir économique en France)",""
58705,58705,"( Les capacités de jugement ne sont pas égales) -> ¬ ( Limiter la liberté d'expression revient à déléguer le pouvoir à une élite)",""
58706,58706,"( Les causes du réchauffement de Mars sont propres à cette planète) -> ¬ ( Le réchauffement climatique s'observe aussi sur Mars)",""
58707,58707,"( Les chiffres d'émission sont biaisés) -> ¬ ( Des filtrages performants)",""
58708,58708,"( Les citations sont contestées) -> ¬ ( Lénine défendait déjà dans sa jeunesse les vertus de la famine de 1891-1892)",""
58709,58709,"( Les citoyens n'ont pas envie de voter souvent) -> ¬ ( Les citoyens français ne votent que tous les cinq ans)",""
58710,58710,"( Les citoyens n'ont pas le temps de voter souvent) -> ¬ ( Les citoyens français ne votent que tous les cinq ans)",""
58711,58711,"( Les citoyens peuvent se tromper) -> ¬ ( Le vote des citoyens français n'est pas toujours pris en compte)",""
58712,58712,"( Les contenus influencent les spectateurs) -> ¬ ( La création ne doit avoir aucune limite)",""
58713,58713,"( Les critiques de personnes concernant leur couleur de peau,leur religion,leur orientation sexuelle ou leur sexe ne sont pas des critiques comme les autres) -> ¬ ( Les critiques peuvent toujours être considérées comme des attaques)",""
58714,58714,"( Les CSR sont fabriqués à partir des refus de tri) -> ¬ ( Destruction de matières premières)",""
58715,58715,"( Les cultures fruitières des Murs à pêches ne sont pas touchées par la pollution des sols) -> ¬ ( Les sols des Murs à pêches de Montreuil sont pollués)",""
58716,58716,"( Les différentes religions divergent de plus en plus) -> ¬ ( Les religions sont des révélations progressives de l'unique Vérité)",""
58717,58717,"( Les différentes religions n'ont pas à être mises sur un pied d'égalité en termes de pouvoir) -> ¬ ( Les marxistes doivent combattre toutes les religions)",""
58718,58718,"( Les différents sages n'affirment pas l'unité des religions) -> ¬ ( Les divergences religieuses viennent de la conscience illusoire)",""
58719,58719,"( Les discours peuvent blesser) -> ¬ ( Les paroles ne sont pas des actes)",""
58720,58720,"( Les discours préparent et inspirent les actes) -> ¬ ( Les paroles ne sont pas des actes)",""
58721,58721,"( Les données des votes électroniques sont encryptées) -> ¬ ( Des fuites de données sont possibles avec le vote électronique)",""
58722,58722,"( Les données fondant la thèse de la pause dans le réchauffement climatique sont biaisées) -> ¬ ( Il y a une pause dans le réchauffement climatique)",""
58723,58723,"( Les droits de l'homme deviennent une idéologie étouffante) -> ¬ ( La liberté d'expression doit être limitée par les droits de l'homme)",""
58724,58724,"( Les droits de l'homme n'interdisent pas les propos racistes,sexistes,etc.) -> ¬ ( La liberté d'expression doit être limitée par les droits de l'homme)",""
58725,58725,"( Les droits de l'homme se contredisent) -> ¬ ( La liberté d'expression doit être limitée par les droits de l'homme)",""
58726,58726,"( Les enfants des migrants s'intégreront bien) -> ¬ ( Il y a des problèmes avec les enfants des immigrés,cela incite à ne pas accueillir de nouveaux migrants)",""
58727,58727,"( Les Etats bloquent l'accès à certains sites) -> ¬ ( Internet ruine toute tentative de censure)",""
58728,58728,"( Les expériences dites mystiques sont dues à des troubles psychiques) -> ¬ ( Les expériences mystiques attestent la présence de Dieu)",""
58729,58729,"( Les expériences mystiques n'arrivent qu'aux personnes de culture religieuse) -> ¬ ( Les expériences mystiques attestent la présence de Dieu)",""
58730,58730,"( Les expérimentations et sondages autour du revenu de base tendent à montrer que le nombre d'heures travaillées baisserait peu) -> ¬ ( Instaurer un revenu de base conduit à une baisse du nombre d'heures travaillées)",""
40249,40249,"( Les femmes assument la majeure partie des tâches domestiques) -> ( Le sexisme est omniprésent)",""
40250,40250,"( Les femmes sont constamment dévalorisées par rapport aux hommes) -> ( Le sexisme est omniprésent)",""
40251,40251,"( Les femmes sont victimes de discriminations économiques) -> ( Le sexisme est omniprésent)",""
58731,58731,"( Les femmes voilées en France ne sont pas responsables du sexisme des talibans) -> ¬ ( Des femmes se battent au péril de leur vie dans le monde pour ne pas porter le voile)",""
58732,58732,"( Les films et les jeux servent de catharsis aux pulsions violentes) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre l'ultraviolence)",""
58733,58733,"( Les frontières protégent les différences culturelles) -> ¬ ( Il faut à terme abolir les frontières)",""
58735,58735,"( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges) -> ¬ ( Seuls les hommes ont les moyens de mettre fin à la domination masculine)",""
58734,58734,"( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges) -> ¬ ( Les hommes ont le devoir de réparer les injustices dont ils sont les auteurs)",""
40252,40252,"( Les hommes politiques servent les intérêts des industriels et des banquiers) -> ( Le pouvoir politique est influencé par le pouvoir économique en France)",""
58736,58736,"( Les humains sont influençables) -> ¬ ( Les individus sont doués de raison et capables de s'autocensurer)",""
58737,58737,"( Les idéologies dangereuses ne font pas appel à la raison) -> ¬ ( Il faut opposer aux discours dangereux des contre-discours)",""
58738,58738,"( Les impacts de l'élevage intensif de porcs pourraient être externalisés) -> ¬ ( L'élevage intensif de porcs entraîne une dégradation de la valeur des biens immobiliers et du foncier)",""
58739,58739,"( Les incinérateurs continuent à émettre des métaux lourds.) -> ¬ ( Des filtrages performants)",""
58740,58740,"( Les incinérateurs continuent à émettre des oxydes d'azote.) -> ¬ ( Des filtrages performants)",""
58741,58741,"( Les incinérateurs continuent à émettre des polluants organiques persistants) -> ¬ ( Des filtrages performants)",""
58742,58742,"( Les individus sont libres) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre les propos incitant à la violence)",""
58743,58743,"( Les injures ne sont pas des actes) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre les propos injurieux)",""
58744,58744,"( Les lois contre la diffamation déresponsabilisent les citoyens) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre la diffamation et les propos mensongers)",""
58745,58745,"( Les lois de l'univers se sont constituées peu à peu) -> ¬ ( Dieu explique l'existence des lois de la nature)",""
58746,58746,"( Les lois qui limitent la liberté d'expression sont démocratiques) -> ¬ ( Limiter la liberté d'expression revient à déléguer le pouvoir à une élite)",""
58747,58747,"( Les machines à voter nécessitent des assesseurs) -> ¬ ( Le vote électronique permet de réaliser des économies de personnel)",""
58748,58748,"( Les machines à voter ne permettent pas de diminuer les dépenses énergétiques liées au transport) -> ¬ ( Le vote électronique permet de diminuer les dépenses énergétiques liées au transport)",""
58749,58749,"( Les machines à voter sont sécurisées par des experts) -> ¬ ( Les ordinateurs personnels ne sont pas assez sécurisés pour le vote électronique)",""
58750,58750,"( Les mendiants dépendent trop des riches pour devenir révolutionnaires) -> ¬ ( La révolution viendra des marginaux)",""
58751,58751,"( Les migrants devraient être exemplaires car ils sont en situation d'invités) -> ¬ ( Les migrants sont des hommes jeunes,il est normal qu'il y ait parmi eux une part de délinquant)",""
58752,58752,"( Les migrants ne sont pas plus délinquants que les nationaux) -> ¬ ( L'insécurité augmente,car harcèlements,viols,agressions sexistes,antisémites,etc.,sont commis par certains migrants)",""
58753,58753,"( Les migrants occupent les travaux les plus durs et les moins bien payés) -> ¬ ( Les migrants prennent le travail des Français)",""
58754,58754,"( Les migrants sont minoritaires,ils ne peuvent pas être intolérants) -> ¬ ( Certains migrants véhiculent de l'intolérance religieuse)",""
40253,40253,"( Les migrants sont peu employables dans nos pays) -> ( Les migrants bénéficient d'aides sociales sans rien faire)",""
58755,58755,"( Les migrations appauvrissent les pays du Sud) -> ¬ ( Les migrants font vivre des milliers de familles dans les pays pauvres)",""
58756,58756,"( Les modèles de financement du revenu de base sont tous d'un montant insuffisant) -> ¬ ( Il existe des modèles réalistes de financement du revenu de base)",""
40254,40254,"( Les nouvelles recrues bolchéviks avaient un désir de revanche et de promotion sociale) -> ( Le parti bolchévik n'avait pas d’enracinement dans la société civile)",""
58757,58757,"( Les nouvelles technologies permettent un contrôle généralisé) -> ¬ ( On ne peut pas contrôler la diffusion des idées)",""
58758,58758,"( Les oeuvres d'art choquantes jouent avec les limites et la transgression) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre la pédophilie)",""
58759,58759,"( Les oeuvres immorales abaissent la pensée) -> ¬ ( Limiter la liberté d'expression,c'est appauvrir la pensée)",""
40255,40255,"( Le solde migratoire de l'Europe est nul) -> ( On accueille très peu de migrants étant donné les moyens de l’Europe)",""
58760,58760,"( Le sophisme de composition n'est pas un sophisme) -> ¬ ( Le principe de causalité ne s'applique pas à l'univers)",""
58761,58761,"( Les opinions fausses brouillent nos jugements) -> ¬ ( La liberté d'expression doit être totale pour faire émerger les opinions vraies)",""
58762,58762,"( Le soufisme a été parfois combattu par d'autres courants de l'islam) -> ¬ ( Le soufisme croit en l'unité des religions)",""
58763,58763,"( Les paroles sont des actes) -> ¬ ( Les paroles et les images ne sont pas des actes)",""
58764,58764,"( Les paysans évoluent trop lentement) -> ¬ ( La révolution sera paysanne)",""
58765,58765,"( Le spectaculaire et l'anecdotique sont préférés à l'information) -> ¬ ( Il existe un pluralisme de l'information en France)",""
58766,58766,"( Les petits partis ont un temps de parole très limité en France) -> ¬ ( Il existe un pluralisme politique en France)",""
58767,58767,"( Les peuples africains sont pillés par leurs propres régimes et non par le Nord) -> ¬ ( Les pays occidentaux continuent de piller les pays africains)",""
58768,58768,"( Les prétendues expériences mystiques sont des vécus subjectifs qui ne prouvent pas l'existence de Dieu) -> ¬ ( Les expériences mystiques attestent la présence de Dieu)",""
58769,58769,"( Les prétendus miracles reposent sur des témoignages qui ne sont pas fiables) -> ¬ ( Les miracles attestent l'intervention directe de Dieu)",""
58770,58770,"( Les prétendus miracles sont des illusions du cerveau humain) -> ¬ ( Les miracles attestent l'intervention directe de Dieu)",""
58771,58771,"( Les propos réactionnaires de certains leaders antiislamophobes devraient suffire à refuser toute alliance avec eux) -> ¬ ( Les organisations de lutte contre l'islamophobie ne sont pas toutes réactionnaires)",""
58772,58772,"( Les résultats d'un scrutin par vote papier sont déjà très rapides) -> ¬ ( Le vote électronique permet un décompte des votes plus rapide que le vote papier)",""
40256,40256,"( Les religions imposent des pratiques contraignantes) -> ( Les religions oppriment les individus)",""
40257,40257,"( Les religions prônent l'abstinence) -> ( Les religions oppriment les relations sexuelles et amoureuses)",""
58773,58773,"( Les responsabilités des footballeurs professionnels sont importantes) -> ¬ ( Les footballeurs professionnels sont trop payés par rapport au niveau d'étude et aux responsabilités)",""
58774,58774,"( Les scientifiques partisans du réchauffement climatique subissent des pressions) -> ¬ ( Les scientifiques qui ne reconnaissent pas le réchauffement climatique subissent des pressions et sont marginalisés)",""
58775,58775,"( Les solutions techniques aux problèmes posés par le vote électronique reviennent à faire compliqué quand on peut faire simple) -> ¬ ( Les machines à voter peuvent avoir un code source libre et ouvert)",""
58776,58776,"( Les statistiques du nombre d'ouvriers d'industrie dans les pays industrialisés sont à manier avec des pincettes) -> ¬ ( La classe ouvrière est en voie de disparition)",""
58777,58777,"( Les statistiques du nombre d'ouvriers d'industrie dans les pays industrialisés sont à manier avec des pincettes) -> ¬ ( La classe ouvrière a perdu son pouvoir économique du fait de la tertiarisation de l'économie)",""
58778,58778,"( Les statistiques du nombre d'ouvriers d'industrie dans les pays industrialisés sont à manier avec des pincettes) -> ¬ ( La classe ouvrière a perdu son pouvoir économique du fait de la désindustrialisation)",""
58779,58779,"( Les systèmes d'assurance chômage et de retraite actuels sont injustes et inefficaces) -> ¬ ( Le revenu de base harmonise par le bas le revenu des chômeurs et des retraités)",""
58780,58780,"( Les trappes à inactivité ne représentent qu'une proportion minime de chômeurs) -> ¬ ( Le revenu de base permet de supprimer les trappes à inactivité)",""
58781,58781,"( Les travailleurs des services font partie du prolétariat) -> ¬ ( La classe ouvrière a perdu son pouvoir économique du fait de la tertiarisation de l'économie)",""
58782,58782,"( Les travailleurs sans-papiers sont capables d'améliorer le rapport de force en faveur de l'ensemble des travailleurs) -> ¬ ( L'afflux de migrants tire les salaires vers le bas)",""
58783,58783,"( Les vérités religieuses sont au-dessus de la science) -> ¬ ( La liberté d'expression doit être totale pour faire progresser la science et la recherche)",""
40258,40258,"( Les violences sexistes sont omniprésentes) -> ( Le sexisme est omniprésent)",""
58784,58784,"( Le tabac et l'alcool,licites,sont très attractifs) -> ¬ ( L'interdit rend le cannabis plus attractif)",""
58785,58785,"( Le taux d'emploi en France se maintient) -> ¬ ( Le revenu de base est une mesure adaptée à la situation de fin du travail)",""
58786,58786,"( Le temps libre est imprégné de la logique productive du travail) -> ¬ ( Le revenu de base permet de se libérer du travail aliénant)",""
58787,58787,"( Le terme « islamophobie » est reconnu par la communauté scientifique des sociologues) -> ¬ ( Le terme « islamophobie » recouvre un racisme antipauvre)",""
58788,58788,"( Le travail intellectuel s'est prolétarisé) -> ¬ ( La classe ouvrière a perdu son pouvoir économique du fait de la tertiarisation de l'économie)",""
40260,40260,"( Le travail intellectuel s'est prolétarisé) -> ( Les étudiants sont de plus en plus aliénés)",""
40259,40259,"( Le travail intellectuel s'est prolétarisé) -> ( Les étudiants ne sont plus amenés à devenir des petits-bourgeois mais des travailleurs)",""
58789,58789,"( Le travail n'est pas aliénant en soi) -> ¬ ( Le revenu de base permet de se libérer du travail aliénant)",""
58790,58790,"( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes) -> ¬ ( Les femmes doivent pouvoir être libres de porter le voile islamique car elles doivent pouvoir disposer librement de leur corps)",""
58791,58791,"( Le voilement exacerbe les regards salaces et insistants) -> ¬ ( Le voile islamique protège les femmes des pressions exercées par les hommes)",""
58792,58792,"( Le vote électronique est une solution peu efficace pour les malvoyants) -> ¬ ( Le vote électronique facilite le vote pour les personnes malades ou handicapées)",""
58793,58793,"( Le vote électronique n'allonge le temps d'attente aux bureaux de vote que dans le cas des machines à voter) -> ¬ ( Le vote électronique allonge le temps d'attente aux bureaux de vote)",""
58794,58794,"( Le vote électronique n'apporte pas spécialement plus de confort dans le cas des machines à voter) -> ¬ ( Le vote électronique permet un plus grand confort de vote)",""
58795,58795,"( Le vote électronique n'est pas spécialement accessible dans le cas des machines à voter) -> ¬ ( Le vote électronique facilite le vote pour tous)",""
58796,58796,"( Le vote électronique ne permet de réaliser des économies de personnel que selon certains modes de rémunération) -> ¬ ( Le vote électronique permet de réaliser des économies de personnel)",""
58797,58797,"( Le vote électronique ne réduit pas systématiquement l'abstention) -> ¬ ( Le vote électronique permet de réduire l'abstention)",""
58798,58798,"( Le vote électronique pourrait augmenter la défiance des citoyens) -> ¬ ( Le vote électronique permet de réduire l'abstention)",""
58799,58799,"( Le vote électronique risque de faire augmenter le temps d'attente pour voter) -> ¬ ( Le vote électronique permet de réaliser des économies de personnel)",""
58800,58800,"( Le vote par internet n'a pas vraiment fait diminuer le taux d'abstention des Français de l'étranger) -> ¬ ( Le vote électronique facilite le vote pour les personnes à l'étranger)",""
58801,58801,"( Le vote par internet n'entraine pas d'économies d'échelle importantes) -> ¬ ( Le vote électronique permet de diminuer les coûts des élections des Français à l'étranger)",""
58802,58802,"( Limiter la liberté d'expression n'est pas interdire la critique d'un régime) -> ¬ ( La liberté d'expression permet de lutter contre les dérives de la pensée dominante)",""
58803,58803,"( Limiter le cyberharcèlement conduit à la surveillance généralisée) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre le cyberharcèlement)",""
58804,58804,"( Logiciel libre et open source sont deux désignations équivalentes) -> ¬ ( Les logiciels open-source ne sont pas nécessairement des logiciels libres)",""
58805,58805,"( Malgré de nombreux préjugés réactionnaires,la classe ouvrière russe a fait la révolution) -> ¬ ( Les ouvriers sont réactionnaires)",""
